glyph_name,ps_name,USV,DesignerOrder,bcp47tags,Feat
noon-ar.shrtail,uni0646.shrtail,,1520,,
noon-ar.fina.shrtail,uni0646.fina.shrtail,,1523,,
noon-ar.longtail,uni0646.longtail,,1524,,
noon-ar.fina.longtail,uni0646.fina.longtail,,1525,,
noon-ar.medi.flat,uni0646.medi.flat,,1526,,
noonghunna-ar,uni06BA,06BA,1535,,
noonghunna-ar.fina,uni06BA.fina,,1536,,
noonghunna-ar.medi,uni06BA.medi,,1537,,
noonghunna-ar.init,uni06BA.init,,1538,,
noonghunna-ar.shrtail,uni06BA.shrtail,,1539,,
noonghunna-ar.fina.shrtail,uni06BA.fina.shrtail,,1540,,
noonghunna-ar.longtail,uni06BA.longtail,,1541,,
noonghunna-ar.fina.longtail,uni06BA.fina.longtail,,1542,,
noonghunna-ar.medi.flat,uni06BA.medi.flat,,1543,,
noonTwodotsbelow-ar,uni0767,0767,1560,,
noonTwodotsbelow-ar.fina,uni0767.fina,,1561,,
noonTwodotsbelow-ar.medi,uni0767.medi,,1562,,
noonTwodotsbelow-ar.init,uni0767.init,,1563,,
noonTwodotsbelow-ar.shrtail,uni0767.shrtail,,1564,,
noonTwodotsbelow-ar.fina.shrtail,uni0767.fina.shrtail,,1565,,
noonTwodotsbelow-ar.longtail,uni0767.longtail,,1566,,
noonTwodotsbelow-ar.fina.longtail,uni0767.fina.longtail,,1567,,
noonTwodotsbelow-ar.medi.flat,uni0767.flat,,1568,,
noonAfrican-ar,uni08BD,08BD,1581,,
noonAfrican-ar.fina,uni08BD.fina,,1582,,
noonAfrican-ar.medi,uni08BD.medi,,1583,,
noonAfrican-ar.init,uni08BD.init,,1584,,
noonAfrican-ar.shrtail,uni08BD.shrtail,,1585,,
noonAfrican-ar.fina.shrtail,uni08BD.fina.shrtail,,1586,,
noonAfrican-ar.longtail,uni08BD.longtail,,1587,,
noonAfrican-ar.fina.longtail,uni08BD.fina.longtail,,1588,,
noonAfrican-ar.medi.flat,uni08BD.medi.flat,,1589,,
heh-ar,uni0647,0647,1596,,
heh-ar.fina,uni0647.fina,,1597,,
heh-ar.medi,uni0647.medi,,1598,,
heh-ar.init,uni0647.init,,1599,,
tehMarbuta-ar,uni0629,0629,1627,,
tehMarbuta-ar.fina,uni0629.fina,,1628,,
waw-ar,uni0648,0648,1631,,
waw-ar.fina,uni0648.fina,,1632,,
waw-ar.alt,uni0648.alt,,1633,,
waw-ar.fina.alt,uni0648.fina.alt,,1634,,
wawHamzaabove-ar,uni0624,0624,1669,,
wawHamzaabove-ar.fina,uni0624.fina,,1670,,
wawHamzaabove-ar.alt,uni0624.alt,,1671,,
wawHamzaabove-ar.fina.alt,uni0624.fina.alt,,1672,,
oe-ar,uni06C6,06C6,1693,,
oe-ar.fina,uni06C6.fina,,1694,,
oe-ar.alt,uni06C6.alt,,1695,,
oe-ar.fina.alt,uni06C6.fina.alt,,1696,,
yu-ar,uni06C8,06C8,1699,,
yu-ar.fina,uni06C8.fina,,1700,,
yu-ar.alt,uni06C8.alt,,1703,,
yu-ar.fina.alt,uni06C8.fina.alt,,1704,,
kirghizyu-ar,uni06C9,06C9,1705,,
kirghizyu-ar.fina,uni06C9.fina,,1706,,
kirghizyu-ar.alt,uni06C9.alt,,1709,,
kirghizyu-ar.fina.alt,uni06C9.fina.alt,,1710,,
alefMaksura-ar,uni0649,0649,1715,,
alefMaksura-ar.fina,uni0649.fina,,1716,,
alefMaksura-ar.medi,uni0649.medi,,1717,,
alefMaksura-ar.init,uni0649.init,,1718,,
alefMaksura-ar.shrtail,uni0649.shrtail,,1719,,
alefMaksura-ar.fina.shrtail,uni0649.fina.shrtail,,1720,,
alefMaksura-ar.longtail,uni0649.longtail,,1721,,
alefMaksura-ar.fina.longtail,uni0649.fina.longtail,,1722,,
alefMaksura-ar.medi.flat,uni0649.medi.flat,,1723,,
alefMaksura-ar.fina.low,uni0649.fina.low,,1724,,
yeh-ar,uni064A,064A,1728,,
yeh-ar.fina,uni064A.fina,,1729,,
yeh-ar.medi,uni064A.medi,,1730,,
yeh-ar.init,uni064A.init,,1731,,
yeh-ar.shrtail,uni064A.shrtail,,1732,,
yeh-ar.fina.shrtail,uni064A.fina.shrtail,,1735,,
yeh-ar.longtail,uni064A.longtail,,1736,,
yeh-ar.fina.longtail,uni064A.fina.longtail,,1737,,
yeh-ar.medi.flat,uni064A.medi.flat,,1738,,
yeh-ar.fina.low,uni064A.fina.low,,1743,,
yehHamzaabove-ar,uni0626,0626,1752,,
yehHamzaabove-ar.fina,uni0626.fina,,1753,,
yehHamzaabove-ar.medi,uni0626.medi,,1754,,
yehHamzaabove-ar.init,uni0626.init,,1755,,
yehHamzaabove-ar.shrtail,uni0626.shrtail,,1756,,
yehHamzaabove-ar.fina.shrtail,uni0626.fina.shrtail,,1757,,
yehHamzaabove-ar.longtail,uni0626.longtail,,1758,,
yehHamzaabove-ar.fina.longtail,uni0626.fina.longtail,,1759,,
yehHamzaabove-ar.medi.flat,uni0626.medi.flat,,1760,,
yehHamzaabove-ar.fina.low,uni0626.fina.low,,1761,,
yehTwodotsbelowHamzaabove-ar,uni08A8,08A8,1768,,
yehTwodotsbelowHamzaabove-ar.fina,uni08A8.fina,,1769,,
yehTwodotsbelowHamzaabove-ar.medi,uni08A8.medi,,1770,,
yehTwodotsbelowHamzaabove-ar.init,uni08A8.init,,1771,,
yehTwodotsbelowHamzaabove-ar.shrtail,uni08A8.shrtail,,1772,,
yehTwodotsbelowHamzaabove-ar.fina.shrtail,uni08A8.fina.shrtail,,1773,,
yehTwodotsbelowHamzaabove-ar.longtail,uni08A8.longtail,,1774,,
yehTwodotsbelowHamzaabove-ar.fina.longtail,uni08A8.fina.longtail,,1775,,
yehTwodotsbelowHamzaabove-ar.medi.flat,uni08A8.medi.flat,,1776,,
yehTwodotsbelowHamzaabove-ar.fina.low,uni08A8.fina.low,,1777,,
yehTwodotsbelowDotabove-ar,uni08A9,08A9,1778,,
yehTwodotsbelowDotabove-ar.fina,uni08A9.fina,,1779,,
yehTwodotsbelowDotabove-ar.medi,uni08A9.medi,,1780,,
yehTwodotsbelowDotabove-ar.init,uni08A9.init,,1781,,
yehTwodotsbelowDotabove-ar.shrtail,uni08A9.shrtail,,1782,,
yehTwodotsbelowDotabove-ar.fina.shrtail,uni08A9.fina.shrtail,,1783,,
yehTwodotsbelowDotabove-ar.longtail,uni08A9.longtail,,1784,,
yehTwodotsbelowDotabove-ar.fina.longtail,uni08A9.fina.longtail,,1785,,
yehTwodotsbelowDotabove-ar.medi.flat,uni08A9.medi.flat,,1786,,
yehTwodotsbelowDotabove-ar.fina.low,uni08A9.fina.low,,1787,,
yeh-farsi,uni06CC,06CC,1792,,
yeh-farsi.fina,uni06CC.fina,,1793,,
yeh-farsi.medi,uni06CC.medi,,1794,,
yeh-farsi.init,uni06CC.init,,1795,,
yeh-farsi.shrtail,uni06CC.shrtail,,1796,,
yeh-farsi.fina.shrtail,uni06CC.fina.shrtail,,1797,,
yeh-farsi.longtail,uni06CC.longtail,,1798,,
yeh-farsi.fina.longtail,uni06CC.fina.longtail,,1799,,
yeh-farsi.medi.flat,uni06CC.medi.flat,,1804,,
yeh-farsi.fina.low,uni06CC.fina.low,,1805,,
yehThreedotsabove-farsi,uni063F,063F,1816,,
yehThreedotsabove-farsi.fina,uni063F.fina,,1817,,
yehThreedotsabove-farsi.medi,uni063F.medi,,1818,,
yehThreedotsabove-farsi.init,uni063F.init,,1819,,
yehThreedotsabove-farsi.shrtail,uni063F.shrtail,,1820,,
yehThreedotsabove-farsi.fina.shrtail,uni063F.fina.shrtail,,1821,,
yehThreedotsabove-farsi.longtail,uni063F.longtail,,1822,,
yehThreedotsabove-farsi.fina.longtail,uni063F.fina.longtail,,1823,,
yehThreedotsabove-farsi.medi.flat,uni063F.medi.flat,,1824,,
yehThreedotsabove-farsi.fina.low,uni063F.fina.low,,1825,,
yehThreedotsabove-farsi.ss09,uni063F.ss09,,1826,ha,ss09
yehThreedotsabove-farsi.fina.ss09,uni063F.fina.ss09,,1827,ha,ss09
yehThreedotsabove-farsi.medi.ss09,uni063F.medi.ss09,,1828,ha,ss09
yehThreedotsabove-farsi.init.ss09,uni063F.init.ss09,,1829,ha,ss09
yehThreedotsabove-farsi.shrtail.ss09,uni063F.shrtail.ss09,,1830,ha,ss09
yehThreedotsabove-farsi.fina.shrtail.ss09,uni063F.fina.shrtail.ss09,,1831,ha,ss09
yehThreedotsabove-farsi.longtail.ss09,uni063F.longtail.ss09,,1832,ha,ss09
yehThreedotsabove-farsi.fina.longtail.ss09,uni063F.fina.longtail.ss09,,1833,ha,ss09
yehThreedotsabove-farsi.medi.flat.ss09,uni063F.medi.flat.ss09,,1834,ha,ss09
yehThreedotsabove-farsi.fina.low.ss09,uni063F.fina.low.ss09,,1835,ha,ss09
e-ar,uni06D0,06D0,1858,,
e-ar.fina,uni06D0.fina,,1859,,
e-ar.medi,uni06D0.medi,,1860,,
e-ar.init,uni06D0.init,,1861,,
e-ar.shrtail,uni06D0.shrtail,,1862,,
e-ar.fina.shrtail,uni06D0.fina.shrtail,,1863,,
e-ar.longtail,uni06D0.longtail,,1864,,
e-ar.fina.longtail,uni06D0.fina.longtail,,1865,,
e-ar.medi.flat,uni06D0.medi.flat,,1866,,
e-ar.fina.low,uni06D0.fina.low,,1867,,
yehThreedotsbelow-ar,uni06D1,06D1,1868,,
yehThreedotsbelow-ar.fina,uni06D1.fina,,1869,,
yehThreedotsbelow-ar.medi,uni06D1.medi,,1870,,
yehThreedotsbelow-ar.init,uni06D1.init,,1871,,
yehThreedotsbelow-ar.shrtail,uni06D1.shrtail,,1872,,
yehThreedotsbelow-ar.fina.shrtail,uni06D1.fina.shrtail,,1873,,
yehThreedotsbelow-ar.longtail,uni06D1.longtail,,1874,,
yehThreedotsbelow-ar.fina.longtail,uni06D1.fina.longtail,,1875,,
yehThreedotsbelow-ar.medi.flat,uni06D1.medi.flat,,1876,,
yehThreedotsbelow-ar.fina.low,uni06D1.fina.low,,1877,,
yehbarree-ar,uni06D2,06D2,1882,,
yehbarree-ar.fina,uni06D2.fina,,1883,,
yehbarree-ar.fina.alt,uni06D2.fina.alt,,1884,,
yehbarreeHamzaabove-ar,uni06D3,06D3,1886,,
yehbarreeHamzaabove-ar.fina,uni06D3.fina,,1887,,
kashida-ar,uni0640,0640,1905,,
threedots-ar,uni061E,061E,1920,,
alefabove-ar,uni0670,0670,1924,,
alefbelow-ar,uni0656,0656,1926,,
hamzaabove-ar,uni0654,0654,1928,,
hamzaabove-ar.nostem,uni0654.nostem,,1929,,
hamza_fathatan-ar,uni0654064B,0654_064B,1930,,
hamza_dammatan-ar,uni0654064C,0654_064C,1931,,
hamza_fatha-ar,uni0654064E,0654_064E,1932,,
hamza_sukun-ar,uni06540652,0654_0652,1933,,
hamzabelow-ar,uni0655,0655,1934,,
hamzabelow-ar.nostem,uni0655.nostem,,1935,,
hamzabelow_kasratan-ar,uni0655064D,0655_064D,1936,,
hamzabelow_kasra-ar,uni06550650,0655_0650,1937,,
fathatan-ar,uni064B,064B,1938,,
dammatan-ar,uni064C,064C,1939,,
kasratan-ar,uni064D,064D,1941,,
fatha-ar,uni064E,064E,1943,,
fatha_alefabove-ar,uni064E0670,064E_0670,1944,,
damma-ar,uni064F,064F,1945,,
damma-ar.ss08,uni064F.ss08,,1948,,
kasra-ar,uni0650,0650,1949,,
shadda-ar,uni0651,0651,1951,,
sukun-ar,uni0652,0652,1952,,
madda-ar,uni0653,0653,1955,,
noonghunnaabove-ar,uni0658,0658,1962,,
dammainverted-ar,uni0657,0657,1963,,
vabove-ar,uni065A,065A,1967,,
vinvertedabove-ar,uni065B,065B,1968,,
dotvowelbelow-ar,uni065C,065C,1969,,
dotvowelbelow-ar.ss04,uni065C.ss04,,1970,ha,ss04
dammareversed-ar,uni065D,065D,1971,,
wawSmall-ar,uni06E5,06E5,1987,,
yehabove-ar,uni06E7,06E7,1990,,
zero-ar,uni0660,0660,2031,,
zero-ar.small,uni0660.small,,2033,,
one-ar,uni0661,0661,2035,,
one-ar.small,uni0661.small,,2037,,
two-ar,uni0662,0662,2039,,
two-ar.small,uni0662.small,,2041,,
three-ar,uni0663,0663,2043,,
three-ar.small,uni0663.small,,2045,,
four-ar,uni0664,0664,2047,,
four-ar.small,uni0664.small,,2049,,
five-ar,uni0665,0665,2051,,
five-ar.small,uni0665.small,,2053,,
six-ar,uni0666,0666,2055,,
six-ar.small,uni0666.small,,2057,,
seven-ar,uni0667,0667,2059,,
seven-ar.small,uni0667.small,,2061,,
eight-ar,uni0668,0668,2063,,
eight-ar.small,uni0668.small,,2065,,
nine-ar,uni0669,0669,2067,,
nine-ar.small,uni0669.small,,2069,,
comma-ar,uni060C,060C,2128,,
semicolon-ar,uni061B,061B,2131,,
mark-ar,uni061C,061C,2134,,# invs
question-ar,uni061F,061F,2135,,
percent-ar,uni066A,066A,2136,,
number-ar,uni0600,0600,2137,,
number-ar.2,uni0600.2,,2138,,
number-ar.3,uni0600.3,,2139,,
decimalseparator-ar,uni066B,066B,2140,,
thousandseparator-ar,uni066C,066C,2143,,
asterisk-ar,uni066D,066D,2146,,
parenleft-ar,uniFD3E,FD3E,2147,,
parenright-ar,uniFD3F,FD3F,2148,,
endofayah-ar,uni06DD,06DD,2188,,
endofayah-ar.2,uni06DD.2,,2197,,
endofayah-ar.3,uni06DD.3,,2198,,
endofayah-ar.ss02,uni06DD.ss02,,2199,,ss02
endofayah-ar.2.ss02,uni06DD.2.ss02,,2200,,ss02
endofayah-ar.3.ss02,uni06DD.3.ss02,,2201,,ss02
endofayah-ar.ss03,uni06DD.ss03,,2202,,ss03
endofayah-ar.2.ss03,uni06DD.2.ss03,,2203,,ss03
endofayah-ar.3.ss03,uni06DD.3.ss03,,2204,,ss03
allah-ar,uniFDF2,FDF2,2208,,
alef-ar.allah,uni0627.allah,,2210,,
alef-ar.fina.allah,uni0627.fina.allah,,2211,,
alefMadda-ar.allah,uni0622.allah,,2214,,
alefMadda-ar.fina.allah,uni0622.fina.allah,,2215,,
alefHamzaabove-ar.allah,uni0623.allah,,2216,,
alefHamzaabove-ar.fina.allah,uni0623.fina.allah,,2217,,
lam-ar.init.allah1,uni0644.init.allah1,,2218,,
lam-ar.medi.allah1,uni0644.medi.allah1,,2219,,
lam-ar.medi.allah2,uni0644.medi.allah2,,2220,,
heh-ar.fina.allah,uni0647.fina.allah,,2224,,
bismillah-ar,uniFDFD,FDFD,2239,,
fathaRing-ar,uni08F4,08F4,2332,,
fathaDotabove-ar,uni08F5,08F5,2333,,
kasraDotbelow-ar,uni08F6,08F6,2334,,
leftarrowheadabove-ar,uni08F7,08F7,2335,,
rightarrowheadabove-ar,uni08F8,08F8,2336,,
leftarrowheadbelow-ar,uni08F9,08F9,2337,,
rightarrowheadbelow-ar,uni08FA,08FA,2338,,
doublerightarrowheadabove-ar,uni08FB,08FB,2339,,
doublerightarrowheadDotabove-ar,uni08FC,08FC,2340,,
rightarrowheadDotabove-ar,uni08FD,08FD,2341,,
hamza_damma-ar,uni0654064F,0654_064F,2350,,
shadda_alef-ar,uni06510670,0651_0670,2353,,
shadda_fathatan-ar,uni0651064B,0651_064B,2354,,
shadda_dammatan-ar,uni0651064C,0651_064C,2355,,
shadda_fatha-ar,uni0651064E,0651_064E,2358,,
shadda_damma-ar,uni0651064F,0651_064F,2359,,
enquad,uni2000,2000,2363,,
emquad,uni2001,2001,2364,,
enspace,uni2002,2002,2365,,
emspace,uni2003,2003,2366,,
threeperemspace,uni2004,2004,2367,,
fourperemspace,uni2005,2005,2368,,
sixperemspace,uni2006,2006,2369,,
figurespace,uni2007,2007,2370,,
punctuationspace,uni2008,2008,2372,,
thinspace,uni2009,2009,2373,,
hairspace,uni200A,200A,2374,,
zerowidthspace,uni200B,200B,2375,,
zerowidthnonjoiner,uni200C,200C,2376,,# invs
zerowidthjoiner,uni200D,200D,2377,,# invs
zeroWidthNoBreakSpace,uniFEFF,FEFF,2378,,
lefttorightmark,uni200E,200E,2379,,# invs
righttoleftmark,uni200F,200F,2380,,# invs
nonbreakinghyphen,uni2011,2011,2381,,
figuredash,figuredash,2012,2382,,
endash,endash,2013,2383,,
emdash,emdash,2014,2384,,
horizontalbar,uni2015,2015,2385,,
quoteleft,quoteleft,2018,2386,,
quoteright,quoteright,2019,2388,,
quotesinglbase,quotesinglbase,201A,2392,,
quotedblleft,quotedblleft,201C,2394,,
quotedblright,quotedblright,201D,2398,,
quotedblbase,quotedblbase,201E,2400,,
dagger,dagger,2020,2402,,
daggerdbl,daggerdbl,2021,2403,,
bullet,bullet,2022,2404,,
ellipsis,ellipsis,2026,2405,,
hyphenationpoint,uni2027,2027,2406,,
lineseparator,uni2028,2028,2407,,
paragraphseparator,uni2029,2029,2408,,
lefttorightembedding,uni202A,202A,2409,,# invs
righttoleftembedding,uni202B,202B,2410,,# invs
popdirectionalformatting,uni202C,202C,2411,,# invs
lefttorightoverride,uni202D,202D,2412,,# invs
righttoleftoverride,uni202E,202E,2413,,# invs
narrownbspace,uni202F,202F,2414,,
perthousand,perthousand,2030,2415,,
guilsinglleft,guilsinglleft,2039,2416,,
guilsinglright,guilsinglright,203A,2418,,
fraction,fraction,2044,2420,,
wordjoiner,uni2060,2060,2421,,
lefttorightisolate,uni2066,2066,2422,,# invs
righttoleftisolate,uni2067,2067,2423,,# invs
firststrongisolate,uni2068,2068,2424,,# invs
popdirectionalisolate,uni2069,2069,2425,,# invs
inhibitformshaping-ar,uni206C,206C,2426,,
activateformshaping-ar,uni206D,206D,2427,,
euro,Euro,20AC,2428,,
naira,uni20A6,20A6,2429,,
trademark,trademark,2122,2430,,
Ohm,Omega,2126,2431,,
partialdiff,partialdiff,2202,2432,,
partialdiff.rtl,partialdiff.rtl,,2433,,
Delta,Delta,2206,2434,,
product,product,220F,2435,,
summation,summation,2211,2436,,
summation.rtl,summation.rtl,,2437,,
minus,minus,2212,2438,,
divisionslash,uni2215,2215,2439,,
reverseSolidusOperator,uni29F5,29F5,2440,,
bulletoperator,uni2219,2219,2441,,
radical,radical,221A,2442,,
radical.rtl,radical.rtl,,2443,,
infinity,infinity,221E,2444,,
integral,integral,222B,2445,,
integral.rtl,integral.rtl,,2446,,
approxequal,approxequal,2248,2447,,
approxequal.rtl,approxequal.rtl,,2448,,
notequal,notequal,2260,2449,,
notequal.rtl,notequal.rtl,,2450,,
lessequal,lessequal,2264,2451,,
greaterequal,greaterequal,2265,2452,,
blank,uni2423,2423,2453,,
lozenge,lozenge,25CA,2454,,
dottedCircle,uni25CC,25CC,2455,,
FontBslnSideBrngMrkrLft,uniF130,F130,2456,,
FontBslnSideBrngMrkrRt,uniF131,F131,2457,,
fi,uniFB01,FB01,2458,,
fl,uniFB02,FB02,2459,,
VS1,uniFE00,FE00,2460,,# invs
VS2,uniFE01,FE01,2461,,# invs
VS3,uniFE02,FE02,2462,,# invs
VS4,uniFE03,FE03,2463,,# invs
VS5,uniFE04,FE04,2464,,# invs
VS6,uniFE05,FE05,2465,,# invs
VS7,uniFE06,FE06,2466,,# invs
VS8,uniFE07,FE07,2467,,# invs
VS9,uniFE08,FE08,2468,,# invs
VS10,uniFE09,FE09,2469,,# invs
VS11,uniFE0A,FE0A,2470,,# invs
VS12,uniFE0B,FE0B,2471,,# invs
VS13,uniFE0C,FE0C,2472,,# invs
VS14,uniFE0D,FE0D,2473,,# invs
VS15,uniFE0E,FE0E,2474,,# invs
VS16,uniFE0F,FE0F,2475,,# invs
objectReplacementCharacter,uniFFFC,FFFC,2476,,
replacementCharacter,uniFFFD,FFFD,2477,,
_dot1Above,_dot1Above,,2502,,
_dot1Below,_dot1Below,,2503,,
_dot1Center,_dot1Center,,2504,,
_dot2hAbove,_dot2hAbove,,2512,,
_dot2hBelow,_dot2hBelow,,2514,,
_dot2hBelow.narrow,_dot2hBelow.narrow,,2515,,
_dot2vAbove,_dot2vAbove,,2519,,
_dot2vBelow,_dot2vBelow,,2520,,
_dot3dAbove,_dot3dAbove,,2523,,
_dot3dBelow,_dot3dBelow,,2524,,
_dot3dBelow.narrow,_dot3dBelow.narrow,,2525,,
_dot3uAbove,_dot3uAbove,,2529,,
_dot3uAbove.small,_dot3uAbove.small,,2530,,
_dot3uAbove.medium,_dot3uAbove.medium,,2531,,
_dot3uBelow,_dot3uBelow,,2532,,
_gafBar,_gafBar,,2538,,
_hamzacenter,_hamzacenter,,2551,,
